Cleaned_Comment,Predicted_Sentiment
humanist russia ukraine butchering syrian good fight,0.0
putin say one people slaughter people make sense,0.0
actually wasnt anything soviet union destabilized nato ally u nato invading country km away home way around,1.0
sad genereation,2.0
support russia ukrains fault building tie nato thing setting rocket launcher canada border aiming u would never end well,1.0
nato stop expansion also asian african country unite beat west economycaly monopoly west stopped reason every war whole world pay time u became self reliance,0.0
best luck russia,2.0
russian feel sorry dont want war putin mad he faking election everytime,0.0
putin want nothing port access year around allow ukraine flourish democracy make super rich make accessible world tourism war zone russia gain year around port access possibly international trade agreement keep thing flowing safer better flow sailor high sea,1.0
came na daily,1.0
doesnt major news network report israel saudi arabia sanctioned russia ukraine invasion sure dont act like friend ally,2.0
start nato expansion,2.0
main culprit war nato usa,1.0
insecure dictator,1.0
according ukraine got deserved,1.0
tried explain someone dont go fight ukraine many nuke could really damage u soil truly hope peace wish could protect people time know true task would protecting people delicate situation ill pray citizen ukraine putin stop war truly frightening time,1.0
explained thats like recap,2.0
context important dont misunderstanding regardless may support people people heart always,2.0
explained step made putin drastic measure instead showing putin clip talking ukraine russian nation,2.0
lifetime born population world quadrupled war mankind solves problem war make rich people even richer,0.0
ukraine nuclear bomb story would different,1.0
something one mention fact russian air force aircraft owned russia rather ireland long story recent sanction russia week use aircraft ireland recalled back sanction secondly russia repair part come u russia month max repair part left stock however sanction kick u banning technology worst part war coming day russia flaout broke continue war ukraine isnt small nation matter fact biggest european nation forget human cost itll cost russia take let alone keep putin simply afford war next hour,1.0
known decade disaster,2.0
great another explained video doesnt fact blatant false info,2.0
need donald trump back,2.0
worth killing people ukraine renounce joining nato live peacefully,1.0
havent like russia since rocky movie,2.0
russian right nato pushed first putin defending country,0.0
war rational,2.0
hope putin nuke vox,0.0
murderer dictator liar egotistical narcissistic war criminal russia putin invade ukraine take back voted remove russia putin must charge war crime,1.0
sad putin evil,2.0
there one thing left put putssy ground,1.0
japan stop,1.0
dont think even think putin realjust trump fab fantom quantum ai,0.0
putin russia russian people nothing war im russian dont know anybody personally support,1.0
people one suffering war cannot justified course putin choose war nato try get ukraine nato military alliance take minute missile launched kyiv hit moscow think u react soviet tried set missile cuba back would sure unacceptable russia u set military base ukraine might explain putin say might use nuclear weapon even nato refuse step back expansion war wouldnt launched people wouldnt killed first place nato promised take ukraine wonder world lucky cuban missile crisis also interesting see western world criticizes russia try stop nato put military base right beside home country say thing u bomb iran libya lebanon kuwait iraq somalia bosnia saudi arabia afghanistan sudan kosovo yemen pakistan syria country post little threat u,0.0
