Comment,Like,Dislike
"This is not Ukraine vs Russia but Russia vs US&NATO. If they did what he asked this wasn't gonna happe, people of Russia now protest against Putin but as soon as Russia is controlled by US they gonna call his leadership weak",0,0
"Why didn't you also state it thar NATO failed the agreement with Russia not to expand even an inch from east Germany?? NATO is Russia enemy and they should be far apart for peace to reign.

And again, Russia can get tons of things from China which Europe denies it. So, sanctions are just verbal threat that can amounts to nothing to the government.

I see Putin's reason... NATO should get back to where it belongs. Putting missiles at the border between you and your enemy is a threat. NATO should stop threatening Russia.",1,0
"I have to say something about the notion that this is the biggest war since the WWII, which has been said in many news services on TV and across Youtube. What about the wars between 1991 and 2001 in the former Yuoguslavia? Weren't they big and bad enough to be deemed as a worthy reference? Yes, it wasn't an attack from foreign countries, but it did change the map of Europe, then several new states camed out from those wars.",1340,0
Good Westernized explanation. I d like to recommend searching the historic reasons for the Special Military Operation.,1,0
"As a muslim, im just loving the fact that the religions of the ppl involved in this war are never ever the focus.
Imagine if this was a muslim country attacking ukraine in this day and age.
MSM will have a field day!",3,0
Terrible explanation,2,0
"Hello, have to point out that ""the conflict in  Yugoslavia was the biggest after 2nd world War"" check out how many countries came out after the destabilization on the Balkans",0,0
Ukranians better remember arab spring. 3 meals a day don't mean you are a us of a nation🤔🤔,1,0
"I'm in Ukraine now, thank you for this video!",3,0
"double standard, again.",2,0
Ukraine  very bad the killed all the muslim people what goes around comes back around & the  Biden will hide & bringing them on the taxes payers . We are the Taxes payer we cannot get to eat & pay our rent all our people will have to feed these people,0,0
what about the middle east? nato are barbaric too,1,0
Heartwrenching looking at the destruction and loss of lives for no fault...world leaders do not seem to have regard for human life.,0,0
"Their foreign minister can try to paint whatever picture he wants, but the words of Putin make his intentions and Russian military actions clear.
This is an attack on democracy and peace in the world, not only an attack against Ukraine.
He has been planning this for over a decade.",0,0
"So, can anyone tell me who is wrong here? Because if Ukraine joins NATO, it's bad for Russia as NATO must have dissolved after the Soviet Union did, but it didn't.
Edit- Or, it must have stopped expanding after 1990, which it didn't either.",1,0
"Was waiting for the vedio.
Is there a probability of Russia to stop invasion",0,0
It's like Cuba vs USA all over again,0,0
Free PALESTINE!,1,0
The west they open borders but when the Jewish people is being killed by Germany they just watch.,0,0
"When I read Russian publications, I'm worried. The Russian people like Putin's actions and justify them. Russia is still the Soviet regime. What Putin is doing is the fault of the Russian people.",0,0
One thing i am getting is that NATO existed because of threat of USSR there's is no USSR now then why TF NATO still exists till day? Y'all just were poking the bear by adding more countries in NATO it's gonna bite back sooner or later.,0,0
"And what is the problem with Ukrain not in Nato???? Guys if you want to help, defeat terrorists in Afghanistan.",2,0
"It's funny, I was expecting a full analysis,  but you just decided to spread propagandist informations and major opinions, on the favor of the west, and especially for the USA , as an European, I can surely say that it is all fault of all both included Nato and Russia for Ukraine's tragedy .. shame on you "" west "" ..",2,0
All the media is sold to West.,1,0
Largest war since WW2? What about Bosnia?,1,0
And you have racism in the borders of ukraine  Fact,1,0
didn't NATO carry out operation *Merciful Angel* against Serbia that is mirror image of what Putin is doing? Karma,2,0
All goes to NATO.... What if Russia put its missiles in CUba???,3,0
